TRX_TYPE	TX_DESC	CHANNEL	BILLER_TARGET	JENIS_TRX	mapping_sendiri		
SWT	BANK COMMONWEALTH	SMS	COMMONWEALTH BANK	TRANSFER			
SWT	BANK RAKYAT INDONESIA	SMS	BANK BRI	TRANSFER			
ANTARBANK	494-BANK AGRO	SMS	BANK BRI AGRONIAGA	TRANSFER			
RTG	BANK CENTRAL ASIA	SMS	BCA	TRANSFER			
MOBILE POSTPAID WITH AREA CODE	TELKOM	SMS	TELKOM POSTPAID	PAYMENT			
VOUCHER PREPAID RECHARGE	THREE:150000	SMS	?	?			
TOP	PLN:20000.00	SMS	PLN PREPAID:20000	PURCHASE			
TOP	PLN:200000	SMS	PLN PREPAID:200000	PURCHASE			
ANTARBANK	451-BSI EX BSM	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:1000000	SMS	?	?			
ANTARBANK	113-BANK JATENG	SMS	BANK JATENG	TRANSFER			
MOBILE POSTPAID	HALO	SMS	TELKOMSEL POSTPAID	PAYMENT			
TOP	ISAKU:107500.0	SMS	?	?			
ANTARBANK	008-02102021	SMS	?	?			
CHARITY	WAKAF PRODUKTIF	SMS	?	?			
TOP	TAPCASH:700000.0	SMS	TOP UP TAPCASH	PURCHASE			
TOP	XL:50000	SMS	XL:50000	PURCHASE			
ANTARBANK	002-55311106291219	SMS	?	?			
SWT	BANK MESTIKA DHARMA	SMS	BANK MESTIKA	TRANSFER			
TOP	EXTRA:80000.00	SMS	PAKET DATA XL	PURCHASE			
MOBILE POSTPAID	INDOSAT_POSTPAID	SMS	?	?			
INFAQ	PKPU	SMS	INFAQ - PKPU	PAYMENT			
SWT	STANDARD CHARTERED BANK	SMS	STANDARD CHARTERED	TRANSFER			
TOP	TAPCASH:100000	SMS	TOP UP TAPCASH - DIRECT	PURCHASE			
TOP	ISAKU:108000.0	SMS	?	?			
SMARTPAY	TREASURY	SMS	?	?			
TRF-BILL_P	PDAM SURABAYA	SMS	PDAM SURABAYA	PAYMENT			
TOP	ISAKU:49500.00	SMS	ISAKU	PURCHASE			
CLR	BANK UOB INDONESIA	SMS	BANK UOB INDONESIA	TRANSFER			
SWT	PT. Bank Aceh Syariah	SMS	?	?			
CLR	BANK KB BUKOPIN	SMS	?	?			
SWT	BPD SUMBAR	SMS	BANK NAGARI	TRANSFER			
TOP	TELKOMSEL:30000	SMS	TELKOMSEL	PURCHASE			
SWT	BANK SULUTGO	SMS	?	?			
TOP	INDOSATFREEDOM:100000	SMS	PAKET DATA INDOSAT	PURCHASE			
ANTARBANK	031-CITIBANK	SMS	CITIBANK	TRANSFER			
AIRLINE TICKET	SRIWIJAYA	SMS	SRIWIJAYA AIR	PAYMENT			
ANTARBANK	566-BANK VICTORIA	SMS	BANK VICTORIA INTERNATIONAL	TRANSFER			
TOP	ISAKU:20000.00	SMS	ISAKU	PURCHASE			
VOUCHER PREPAID RECHARGE	FREN:150000	SMS	?	?			
CHARITY	ZAKAT	SMS	ZAKAT	PAYMENT			
TOP	PULSA INTERNET TELKOMSEL:100000	SMS	PAKET DATA TELKOMSEL	PURCHASE			
TAG	TRANSVISION	SMS	TRANSVISION	PAYMENT			
TOP	ISAKU:46000.00	SMS	?	?			
ANTARBANK	503-NOBUBANK	SMS	NOBU NATIONAL BANK	TRANSFER			
SWT	BPD SUMSEL DAN BABEL UNIT SYARIAH	SMS	BANK SUMSEL BABEL SYARIAH	TRANSFER			
TOP	ISAKU:195000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:340000.0	SMS	?	?			
CHARITY	INFAQ/SHADAQAH	SMS	INFAQ	PAYMENT			
ANTARBANK	451-BSI	SMS	?	?			
SWT	BANK MUAMALAT INDONESIA	SMS	BANK MUAMALAT	TRANSFER			
TOP	TAPCASH:360000.0	SMS	?	?			
ANTARBANK	002-MANDIRI	SMS	BANK MANDIRI	TRANSFER			
ANTARBANK	008-CIMB NIAGA	SMS	BANK CIMB NIAGA	TRANSFER			
VOUCHER PREPAID RECHARGE	THREE:300000	SMS	?	?			
ZAKAT	DD	SMS	ZAKAT - DOMPET DHUAFA	PAYMENT			
ANTARBANK	002-BANK DANAMON	SMS	?	?			
SWT	BANK SYARIAH BUKOPIN	SMS	BANK SYARIAH BUKOPIN	TRANSFER			
VOUCHER PREPAID RECHARGE	XL_REG:100000	SMS	?	?			
MOBILE POSTPAID WITH AREA CODE	TELKOM	SMS	TRANSVISION	PAYMENT			
ANTARBANK	002-BPD SULSEL	SMS	?	?			
TOP	ISAKU:400000.0	SMS	ISAKU	PURCHASE			
CLR	BANK MANDIRI	SMS	BANK MANDIRI	TRANSFER			
TOP	PLN:500000	SMS	PLN PREPAID:500000	PURCHASE			
PAY	PDAM_MANADO	SMS	PDAM MANADO	PAYMENT			
WIB	HMBNK	SMS	BNI	TRANSFER			
ELECTRICITY PAYMENT	PLN	SMS	?	?			
RTG	BANK CIMB NIAGA	SMS	?	?			
SWT	BANK MAYORA	SMS	BANK MAYORA	TRANSFER			
CLR	BSI	SMS	?	?			
SWT	BPD SULAWESI TENGGARA	SMS	BANK SULTRA	TRANSFER			
TOP	TAPCASH:49000.00	SMS	TOP UP TAPCASH	PURCHASE			
TOP	TAPCASH:850000.0	SMS	TAPCASH	PURCHASE			
VOUCHER PREPAID RECHARGE	XL_REG:200000	SMS	?	?			
SWT	BPD JATENG	SMS	BANK JATENG	TRANSFER			
TOP	TAPCASH:2946.00	SMS	?	?			
WAKAF TUNAI	ACT	SMS	?	?			
TREASURY	SMARTPAY	SMS	?	?			
ANTARBANK	002-BANK DBS	SMS	?	?			
TOP	ISAKU:450000.0	SMS	ISAKU	PURCHASE			
CLR	BANK DANAMON INDONESIA	SMS	BANK DANAMON	TRANSFER			
TOP	ISAKU:660000.0	SMS	?	?			
ANTARBANK	014-07082021	SMS	?	?			
RTG	BANK TABUNGAN NEGARA	SMS	?	?			
ANTARBANK	688-BPR KS	SMS	BPR KS	TRANSFER			
ANTARBANK	134-SULTENG	SMS	BANK SULTENG	TRANSFER			
ZAKAT	PPSDMS	SMS	ZAKAT - PPSDMS	PAYMENT			
ANTARBANK	451-BANK BRI	SMS	BANK BRI	TRANSFER			
VOUCHER PREPAID RECHARGE	FREN:300000	SMS	?	?			
ANTARBANK	147-BANK MUAMALAT	SMS	BANK MUAMALAT	TRANSFER			
ANTARBANK	987-LAINNYA	SMS	LAINNYA	TRANSFER			
TOP	TAPCASH:170000.0	SMS	TOP UP TAPCASH	PURCHASE			
CLR	BANK MESTIKA DHARMA	SMS	BANK MESTIKA	TRANSFER			
CWP	PDAM_SEMARANG	SMS	?	?			
ANTARBANK	002-09012022	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:25000	SMS	?	?			
ANTARBANK	114-BANK JATIM	SMS	BANK JATIM	TRANSFER			
TOP	ISAKU:149500.0	SMS	?	?			
TRF-BILL_P	PDAM PALYJA	SMS	PALYJA	PAYMENT			
ANTARBANK	911-BANK BRI	SMS	?	?			
TOP	ISAKU:204000.0	SMS	ISAKU	PURCHASE			
TOP	INDOSAT:100000	SMS	INDOSAT:100000	PURCHASE			
TOP	ISAKU:190000.0	SMS	?	?			
CLR	BANK CIMB NIAGA	SMS	BANK CIMB NIAGA	TRANSFER			
ANTARBANK	022-BANK PERMATA	SMS	?	?			
RTG	Bank Woori Saudara	SMS	?	?			
MOBILE POSTPAID WITH AREA CODE	TELKOM	SMS	TELKOM POSTPAID	PAYMENT			
TOP	ISAKU:199000.0	SMS	ISAKU	PURCHASE			
SWT	TCASH	SMS	T-CASH	TRANSFER			
ANTARBANK	014-BANK DKI	SMS	?	?			
TOP	TAPCASH:55000.00	SMS	?	?			
SWT	BANK SINARMAS	SMS	BANK SINARMAS	TRANSFER			
TOP	ISAKU:999900.0	SMS	?	?			
ANTARBANK	002-BANK MANDIRI	SMS	?	?			
TOP	ISAKU:890000.0	SMS	?	?			
TOP	ISAKU:299000.0	SMS	?	?			
SWT	MAYBANK INDONESIA TBK	SMS	?	?			
TOP	ISAKU:153000.0	SMS	?	?			
PAY	JIWASRAYA	SMS	JIWASRAYA	PAYMENT			
ANTARBANK	498-BANK SBII	SMS	?	?			
TAG	SMARTFREN	SMS	SMARTFREN POSTPAID	INQUIRY			
TOP	ISAKU:42000.00	SMS	?	?			
ANTARBANK	425-BJB SYARIAH	SMS	BCA	TRANSFER			
TOP	PLN:5000000.	SMS	PLN PREPAID	PURCHASE			
TOP	ISAKU:55000.00	SMS	ISAKU	PURCHASE			
ANTARBANK	014-CIMB NIAGA	SMS	?	?			
TPCS	TapCash	SMS	?	?			
SWT	BANK MULTI ARTA SENTOSA	SMS	BANK MAS	TRANSFER			
SWT	BPD PAPUA	SMS	BANK PAPUA	TRANSFER			
CREDIT CARD OTHER BANK	MEGA	SMS	MEGA	PAYMENT			
TOP	ISAKU:582000.0	SMS	?	?			
TOP	TAPCASH:660000.0	SMS	?	?			
SWT	BANK UOB INDONESIA	SMS	BANK UOB INDONESIA	TRANSFER			
TOP	ISAKU:72000.00	SMS	ISAKU	PURCHASE			
SWT	BANK CENTRAL ASIA	SMS	BCA	TRANSFER			
TOP	ISAKU:325000.0	SMS	?	?			
TAG	TELKOM	SMS	TELKOM POSTPAID	INQUIRY			
ANTARBANK	441-KB BUKOPIN	SMS	?	?			
CLR	BPD ACEH	SMS	BANK ACEH	TRANSFER			
TOP	ISAKU:260000.0	SMS	?	?			
TOP	TAPCASH:89000.00	SMS	?	?			
SWT	BSI ex BSM	SMS	?	?			
ANTARBANK	501-BANK ROYAL	SMS	BANK ROYAL INDONESIA	TRANSFER			
VOUCHER PREPAID RECHARGE	AS:76500.00	SMS	?	?			
ANTARBANK	485-MNC BANK	SMS	MNC BANK	TRANSFER			
VOUCHER PREPAID RECHARGE	FREN:200000	SMS	?	?			
TOP	ISAKU:228000.0	SMS	?	?			
ANTARBANK	2	SMS	BANK NAGARI	TRANSFER			
CABLE TV	INDOVISION	SMS	INDOVISION	PAYMENT			
ANTARBANK	526-BANK OKE	SMS	BANK OKE	TRANSFER			
PAY	PLN	SMS	PLN POSTPAID	PAYMENT			
VOUCHER PREPAID RECHARGE	AS:30000	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:150000	SMS	?	?			
ANTARBANK	126-BCA	SMS	?	?			
TOP	ISAKU:86000.00	SMS	?	?			
TOP	ISAKU:600000.0	SMS	ISAKU	PURCHASE			
TOP	TELKOMSEL:100000	SMS	TELKOMSEL:100000	PURCHASE			
PAY	SCB	SMS	STANDARD CHARTERED	PAYMENT			
ANTARBANK	008-BPD TIMRA	SMS	?	?			
PERSONAL LOAN	CITIBANK_PL	SMS	CITIBANK - PL	PAYMENT			
ANTARBANK	161-BANK GANESHA	SMS	BANK GANESHA	TRANSFER			
ANTARBANK	042-MUFG BANK	SMS	MUFG BANK	TRANSFER			
TAG	XPLOR	SMS	XL POSTPAID	INQUIRY			
ANTARBANK	535-SEABANK	SMS	?	?			
TOP	ISAKU:40000.00	SMS	ISAKU	PURCHASE			
TOP	ISAKU:36000.00	SMS	?	?			
ANTARBANK	132-BPD PAPUA	SMS	BANK PAPUA	TRANSFER			
PAY	DBS	SMS	?	?			
TOP	ISAKU:213000.0	SMS	?	?			
TOP	TELKOMSEL:500000	SMS	TELKOMSEL:500000	PURCHASE			
SWT	BPD KALIMANTAN TIMUR DAN KALIMANTAN UTARA UUS	SMS	?	?			
SWT	BANK WINDU KENTJANA INTERNATIONAL	SMS	BANK CHINA CONSTRUCTION BANK INDONESIA	TRANSFER			
CREDIT CARD OTHER BANK	GE	SMS	GE/PERMATA	PAYMENT			
CWP	PDAM_BANJARBARU	SMS	?	?			
ANTARBANK	555-BANK INDEX	SMS	BANK INDEX	TRANSFER			
TOP	ISAKU:242000.0	SMS	?	?			
TOP	ISAKU:910000.0	SMS	?	?			
VOUCHER PREPAID RECHARGE	AS:16500.00	SMS	?	?			
ANTARBANK	553-BANK MAYORA	SMS	BANK MAYORA	TRANSFER			
BVA	BVA	SMS	?	?			
ANTARBANK	008-02112021	SMS	?	?			
TOP	ISAKU:370000.0	SMS	ISAKU	PURCHASE			
TOP	ISAKU:189300.0	SMS	?	?			
ANTARBANK	002-BANK BTPN	SMS	?	?			
TOP	EXTRA:40000.00	SMS	PAKET DATA XL	PURCHASE			
?	000055 WDL TFR	TELLER	?	?			
?	001045 DEP TFR	TELLER	?	?			
?	98412 BY TTP REK	TELLER	?	?			
?	51173 CAS CHQ COR XFR	TELLER	?	?			
?	01156 CORR OTR TO EXT	TELLER	?	?			
?	001145 COR DEP TFR	TELLER	?	?			
?	01029 ITR TO DEP	TELLER	?	?			
?	01030 CREDIT	TELLER	?	?			
?	001160 COR CSH WDL	TELLER	?	?			
?	001155 COR WDL TFR	TELLER	?	?			
?	01123 COR CHQ XFER DP	TELLER	?	?			
?	98904 ACCT BAL XFER	TELLER	?	?			
?	00055 WDL TFR	TELLER	?	?			
?	51172 CORR CASH CHQ	TELLER	?	?			
?	06160 COR CSH WDL	TELLER	?	?			
?	99364 KOR BY TTP REK	TELLER	?	?			
?	006055 DIRECT DR	TELLER	?	?			
?	51073 CAS CHQ XFER WD	TELLER	?	?			
?	00155 COR WDL TFR	TELLER	?	?			
?	98447 BY TTP REK	TELLER	?	?			
?	AUD SPOT POSN IN IDR	TELLER	?	?			
?	GBP SPOT POSN IN IDR	TELLER	?	?			
?	01060 CSH WDL	TELLER	?	?			
?	00060 CSH WDL	TELLER	?	?			
?	06045 DEP TFR	TELLER	?	?			
?	98504 KOR BY TTP REK	TELLER	?	?			
?	51178 CORR RTGS CHQ	TELLER	?	?			
?	98475 BY TLK KLIRING	TELLER	?	?			
?	01050 DEBIT	TELLER	?	?			
?	01010 CSH DEP	TELLER	?	?			
?	01055 WDL TFR	TELLER	?	?			
?	003055 CLOSE TFR DB	TELLER	?	?			
?	01130 COR CREDIT	TELLER	?	?			
?	98476 BY GANTI PBOOK	TELLER	?	?			
?	06030 CREDIT	TELLER	?	?			
?	01110 COR CSH DEP	TELLER	?	?			
?	51078 RTGS CHQ	TELLER	?	?			
?	EUR SPOT POSN IN IDR	TELLER	?	?			
?	01129 COR ITR TO DEP	TELLER	?	?			
?	001010 CSH DEP	TELLER	?	?			
?	51071 CAS PRES CHQ	TELLER	?	?			
?	00010 CSH DEP	TELLER	?	?			
?	HKD SPOT POSN IN IDR	TELLER	?	?			
?	06155 COR WDL TFR	TELLER	?	?			
?	CHF SPOT POSN IN IDR	TELLER	?	?			
?	00160 COR CSH WDL	TELLER	?	?			
?	98417 BY TTP REK	TELLER	?	?			
?	SGD SPOT POSN IN IDR	TELLER	?	?			
?	01147 COR SWEEP TRFCR	TELLER	?	?			
?	98754 KOR TLK CHQ OTC	TELLER	?	?			
?	01160 COR CSH WDL	TELLER	?	?			
?	03060 CSH WDL	TELLER	?	?			
?	03155 CORR WDL TFR CL	TELLER	?	?			
?	03160 CORR CSH WDL	TELLER	?	?			
?	CAD SPOT POSN IN IDR	TELLER	?	?			
?	01145 COR DEP TFR	TELLER	?	?			
?	98416 BY TTP REK	TELLER	?	?			
?	CNY SPOT POSN IN IDR	TELLER	?	?			
?	98485 BY KEL REKENING	TELLER	?	?			
?	99037 BY TTP TABUNGAN	TELLER	?	?			
?	00730 CR INT CR	TELLER	?	?			
?	00110 COR CSH DEP	TELLER	?	?			
?	06130 COR CREDIT	TELLER	?	?			
?	99118 BY TTP REK	TELLER	?	?			
?	09980 BRK OUT PENALTY	TELLER	?	?			
?	01120 COR CHQ DEP	TELLER	?	?			
?	01062 INWARD DISH CHQ	TELLER	?	?			
?	98059 BY TTP ANAK	TELLER	?	?			
?	99099 BY TLK KLIRING	TELLER	?	?			
?	01057 SWEEP TRF DEBIT	TELLER	?	?			
?	98413 BY TTP REK	TELLER	?	?			
?	03055 CLOSE TFR DB	TELLER	?	?			
?	06055 DIRECT DR	TELLER	?	?			
?	98654 BY TLK CHQ OTC	TELLER	?	?			
?	01023 OWN CHQ XFER DP	TELLER	?	?			
?	001060 CSH WDL	TELLER	?	?			
?	JPY SPOT POSN IN IDR	TELLER	?	?			
?	06050 DEBIT	TELLER	?	?			
?	000010 CSH DEP	TELLER	?	?			
?	000155 COR WDL TFR	TELLER	?	?			
?	01045 DEP TFR	TELLER	?	?			
?	01056 OTR TO EXT	TELLER	?	?			
?	001110 COR CSH DEP	TELLER	?	?			
?	99264 BY TTP REK	TELLER	?	?			
?	001055 WDL TFR	TELLER	?	?			
?	01020 CHQ DEP	TELLER	?	?			
?	51072 CAS CASH CHEQUE	TELLER	?	?			
?	01155 COR WDL TFR	TELLER	?	?			
?	51020 IN-CHQ RETN	TELLER	?	?			
?	98575 KOR TOLAK KLR	TELLER	?	?			
?	USD SPOT POSN IN IDR	TELLER	?	?			
?	99278 BY GANTI PBOOK	TELLER	?	?			
?	01066 CSH ADVANCE	TELLER	?	?			
?	098925 PROFIT/LOSS	TELLER	?	?			
?	000060 CSH WDL	TELLER	?	?			
?	IDR SPOT	TELLER	?	?			
?	00023 OWN CHQ XFER DP	TELLER	?	?			
?	98499 BY TLK KLIRING	TELLER	?	?			
?	01150 COR DEBIT	TELLER	?	?			
?	51171 CORR PRES CHQ	TELLER	?	?			
?	98404 BY TTP REK	TELLER	?	?			
?	06031 DIRECT CR	TELLER	?	?			
							
							
							
							
